id,profileName,text,date,title,rating,images,helpful,Colour
R1BI9N1D7ECEA3,Dinesh,good,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 2 June 2023,Good,4,,0,Grey Dazzle
RNWWNASZ3F00T,Shailza shukla,If planning to buy a semi automatic washing machine then this is good for the price. The problem is just the outlet pipe which is small and also it doesn't hang up on the hook provided. Else great product.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 May 2023,Value for money.,4,,1,Grey Dazzle
R2RCRF2G9B3H8H,Mohamed Sulaiman M,It is running Noisy.But washing the clothes like other brand washing Machine,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 7 May 2023,Running Noisy,4,,0,Grey Dazzle
R11C371VH0YHYR,Amaan,Ok,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 8 May 2023,Ok,4,,0,Grey Dazzle
R38TKTFSEEWVRQ,Suresh,It is cost effective model so it's body part are light,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 26 April 2023,Whirlpool washing Machine semi automatic,4,,2,Grey Dazzle
R1UTZJRQ3RD0S8,Anoop,Buzzer is not there. Otherwise it is completely fine to use.  Sharing review after 3 months of its use.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 April 2023,Good for daily use,4,,3,Grey Dazzle
RHJ00Q6Q4PSAM,Paul Gobburi,Good with all the provided functions,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 April 2023,Nice product,4,,0,Grey Dazzle
R2XNCFNWBJG8HJ,TJ,"This is the first time I've ever used a semiautomatic washer/dryer instead of an automatic set and it is very easy.I live upstairs and could move the machine up the stairs with ease. There are a couple things I wish I knew beforehand though.1. There is hose that comes with it but it doesn't fit my water spout so I have to fill a bucket of water to dump into the washer.2. The dryer doesn't heat the clothes to dry, it only spins really fast to get excess water out.3. It doesn't rinse the clothes at all. I do a second wash cycle without soap after ringing the clothes out to rinse.4. The dryer is incredibly small compared to the washer. I doubt I could fit a comforter inside it.5. The dryer doesn't necessarily dry the clothes. It gets rid of excess water as stated before so after the drying cycle you still have to hang the damp clothes. During rainy season it'd be more difficult to get dry clothes but in the spring/summer months it's easy.6. Although it comes with a lint trap, it doesn't get any lint off the clothes so I'm going to have to invest in a lint roller. Which isn't a big deal, just a minor inconvenience.Overall it isn't noisy and beats doing laundry by hand. Also I feel the dyer cuts the outside drying time down by over 80%",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 3 April 2023,"Good, but I would have wanted to know...",3,"https://m.media-amazon.com/images/I/71LaH-nOChL.jpg
https://m.media-amazon.com/images/I/81GgAKEGazL.jpg",6,Grey Dazzle
R1PE67EIHKK6TI,Abhishek,"If you are looking for a light washing machine for small loads with lesser power consumption figures, Yes u can definitely go for this at this price.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 May 2023,Overall a good buy,5,,0,Grey Dazzle
RP4I627R7P1BX,Mohammed,Good working value for money,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 June 2023,Good,3,,0,Grey Dazzle
R2CJPVFAUH4XQN,Amazon Customer,Very good machine for small family,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 2 April 2023,Very good machine for small family,4,,0,Grey Dazzle
RDG5MQ0X93UN5,Mandar Kshirsagar,Nice washing machine,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 27 May 2023,Great product,5,https://m.media-amazon.com/images/I/61R0a0vCaqL.jpg,0,Grey Dazzle
R14G8PWXYVY1VO,Stephy,Loved the performance of it. Best washing machine in this price range,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 May 2023,Great product,5,,0,Grey Dazzle
R2UTURMSOOFHTM,Placeholder,Been using for 3 years now.... happy with the purchase,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 26 May 2023,Long term review,5,,0,Grey Dazzle
R1X06SCC7RQSO4,Arifa,Good Quality in low price... my experience has been great,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 May 2023,Good Quality in low price,5,,1,Grey Dazzle
R1M8W8ABIT970N,Swati Agrawal ,Whirlpool company service is not goodI called two times but there is no response.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 11 May 2023,Complaint,3,,0,Grey Dazzle
R360XJD7UW3X9R,Md Nayyer iqbal,Best quality and performance,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 14 May 2023,Superb quality,5,,0,Grey Dazzle
RKX76XKPMH7LD,Kapil Kumar,Well good working,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 17 March 2023,Good,4,,0,Grey Dazzle
R3G4FRC0NI9P8T,suresh kumar,ok nice,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 March 2023,ok nice,4,,1,Grey Dazzle
R1LYA0WNN49ARL,DeviS,Nice washing machine. The spin cycle is a little noisy but everything else works great. I'm happy with this purchase.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 30 April 2023,Good quality for the price,5,,0,Grey Dazzle
R1D83EBAL30C14,Sk,Good washing machine,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 May 2023,Wow,3,,0,Grey Dazzle
RPFLAOUZ5EYTF,Amazon Customer,EASY SEVICE,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 8 May 2023,BEST QUALITY,5,,0,Grey Dazzle
R3SLYU95FEQ7NU,Sunil Butolia,Like it,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 6 May 2023,Good product,5,,0,Grey Dazzle
RISH7C1RVWKA6,Mahammadnaeem kusugal,No problem at all we are using this product  9 months thanks to Amazon,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 February 2023,Very good,4,,0,Grey Dazzle
R3F6GXNUN9O8BN,Saifuddin mondal,Easy work,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 25 February 2023,Very nice product,4,,1,Grey Dazzle
R15SHRPZV7XONA,imran shaikh,"This is the second purchase, one was ordered in 2020 for own and second in 2023 for a relative. Need to say this is one of the best semi automatic washing machine in aspects of design, price and for the purpose it is manufactured. 5 out of 5 star ÅEÅEÅE†",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 April 2023,Brand Value,5,https://m.media-amazon.com/images/I/61ccCnSKceL.jpg,2,Grey Dazzle
R6EMQUXK8FPYZ,Honest speaker ,"Delivered before date, packing quality not that bad. Best part is that, local whirlpool team called me with in 2 hrs. Price is lower than local market and free delivery.Product is also good. Thanks",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 26 January 2023,Great deal.,4,https://m.media-amazon.com/images/I/51Gb+BghTKL.jpg,1,Grey Dazzle
RJ7I3VOT2FKUJ,Pilla Aravind,Delivered safely and carefully. The product was good in this budget...must buy product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 14 April 2023,Best product,5,,0,Grey Dazzle
R23YCNTOEOGWKE,Atul barsagarhe,Very Easy to useWorking capacity is good,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 11 February 2023,Truly good product I am very happy thank u Amazon,4,,2,Grey Dazzle
RXW8517PV377V,tanuj sharma,nice product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 8 February 2023,good,4,,0,Grey Dazzle
R11ENFEGXUZSVV,Priyanka chauhan,It's been 2 yrs m using this....all well working perfectly,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 7 April 2023,Very useful and perfect,5,,0,Grey Dazzle
R3TO8YCRGVG7UM,Amazon Customer,average type washing machine,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 4 February 2023,not so bad,4,,0,Grey Dazzle
RBEABUVDY8L7S,lalit swami,Working fine till yet but I DIDN'T LIKED the built qualityIt has very cheap and slim palastic.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 March 2023,Build quality is not that good cheap plastic,3,,1,Grey Dazzle
R1GHE9CE4P463F,Seheeranuzz,Good product worth for the money,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 8 April 2023,Good product,5,,0,Grey Dazzle
R1C7DXH1AN2FUV,Aman Sharma,Whirlpool is very good in washing machine i have 2 washing machine oldest one is 12 year old and still working and this new one is also good,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 March 2023,Very nice product,5,,0,Grey Dazzle
R3RLYK4D1DQGLK,Prashant kumar,Best washing machine for this affordable price I like it,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 3 April 2023,Easy to use affordable price,5,,0,Grey Dazzle
R36Q3APH7USLJW,Mandeep,"You need to be careful if you use this, the wash drum needs to be filled with water if you want to use the spin drum. Because the weight of water will balance the vibration, else the vibration will move your machine on the floor like a toy",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 5 June 2023,Excessive vibration,2,,0,Grey Dazzle
RNLN1AJR829W0,Sharad,vaibretion jada karti hi dryer stop hone parBaki sab ok hi,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 17 March 2023,Good machine but vaibretion jada karti hi... dryer stop hone par,3,,1,Grey Dazzle
R2E5EZXWASI1NZ,Amazon Customer,Like it,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 23 January 2023,Ows product from whirlpool my second product,4,,1,Grey Dazzle
R12XQNRHFWM4P,Bhagyavathi S,Pipe is very small.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 17 January 2023,Good,4,,0,Grey Dazzle
R32CTIDW94UKLY,Ranjit Singh,Very good product. I m happy with this purchase....,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 30 March 2023,AmazingÅEÅEÅEÅE,5,,0,Grey Dazzle
R3EQW5FZ9A6I6U,Sid,Product is good And dilivery is on the time,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 30 March 2023,Awesome product ÅEÅEÅEÅE,5,,0,Grey Dazzle
R1H5N2KFUR1G9Y,Amazon Customer,My mom uses it and no complaints from her,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 25 March 2023,Good product,5,,0,Grey Dazzle
R22WDSFHE0V8XH,vishwajeet jadhav,Used 2 other brands before it was best for handling and powerful machine.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 23 March 2023,Best product,5,,0,Grey Dazzle
R6WBO4VTOI9C4,Himavanth Reddy K,I got this product with 2 years warranty & after competing 2 years it drainer is not working..,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 20 February 2023,Not recomanded..,3,,0,Grey Dazzle
R3T3SIM28Q8DXP,Anjaneyulu,Easy to use,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 30 December 2022,Good product,4,,1,Grey Dazzle
R1ZUA37V2DPWTM,Tulu BABU,High speed drying electricity lower consumption,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 March 2023,Simple first,5,,0,Grey Dazzle
R38SRQAI7FHOZG,Ritesh,Overall a good product. Its a bit light hence vibrates a little. Also the lid on washing tank could have designed to protect the control dials.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 29 November 2022,Good Product,4,,0,Grey Dazzle
R2D9J5CTTPUDOB,VIJESH PARMAR,Listing  Positive things first-Delivered on the mentioned date and time-Open box delivery was carried out-No damages observed-Product is as mentioned on website-Technician came for warranty and demo-Gave small demo ( As such not required if u r using semi automatic m/c earlier)Now what I didnt like-M/c is very light in weight than my earlier one and due to wheels need to set properly during usage-Plastic knobs could have been made more robust as feels delicate while handling- Water hose need to be changed every time as selector is not available. Not big deal but if it was there then no need to change hose for drying/cleaningVerdictUsing it daily for last 2 weeks and didnt encounter any problem. Overall budget friendly product for the weight range.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 October 2022,Good Product but light weight,5,,4,Grey Dazzle
R3EHB6EO3JJKYJ,Rahul,"Easy to use, 2yrs around done, no issues till now.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 March 2023,Happy user,5,,0,Grey Dazzle
RL5G47TC7NJBQ,Shiba Hira,I m using it regularly and it does the job fine,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 17 March 2023,Best in the price,5,,0,Grey Dazzle
R275235P6LIQR6,Varun Srivastava,¬†Good quality product. loved it,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 10 April 2023,Best,5,"https://m.media-amazon.com/images/I/71ALy50YnTL.jpg
https://m.media-amazon.com/images/I/71Fa2-bzZiL.jpg
https://m.media-amazon.com/images/I/71Lx+6U62NL.jpg
https://m.media-amazon.com/images/I/71ZCKtOOf5L.jpg
https://m.media-amazon.com/images/I/71tFTKzQgEL.jpg",2,Grey Dazzle
RZLHRVRZCQHK6,Neelu,Product is working good but the drain pipe is to small,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 15 December 2022,Working,4,,0,Grey Dazzle
R633Z4ML2C3VU,Placeholder,Machine is good but colour is not good.why colour model is not available in my address.I am upset with this service.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 26 May 2023,Colour full model is not available,2,,0,Grey Dazzle
R1Q7MY5ZCHYB0G,Shweta,"It is an avg washing machine,good for under 10k . Dryer efficient, and dry clothes which can be wear instantly if dried for 7-10  min.Can be noisy when dryer start ,but not much noise in washer.Clothes washing quality is good.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 20 October 2022,Usability a,4,,2,Grey Dazzle
R1K0L31RAMVYIS,Mohd a.,"Spinner is average quality, machine sound is loud",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 16 February 2023,Too noisy,3,,1,Grey Dazzle
R3CPEU032N5SWD,Surya,Awesome,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 March 2023,Excellent,5,,0,Grey Dazzle
R2S1M35MILM0I6,Krishna,Supper product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 13 December 2022,It's working supper,4,,1,Grey Dazzle
R1OL9ZQNDYJI4L,Vivek,Easy to use robust In make made it totally awesome ÅEÅE¥ÅE∏ÅE satisfied with performance.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 20 November 2022,Easy to use and solid built-in,4,,0,Grey Dazzle
R1TN9TG1473B90,Kamlesh Bohra,It fits in any corner of your house. Occupies less space. The build quality is nice not that great. The out let pipe length is very short about one meter only. Definitely is highly prices 5-6 k is right priceÅEÄ¶,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 January 2023,Highly priced,3,,1,Grey Dazzle
R5294Q8VW291V,Sachin Alfred,This is the best semi auto washing machine foe a good price. Also the best dryer feature I have seen,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 5 November 2022,Good product. Best dryer,4,,1,Grey Dazzle
R2UH4JWKA1WCPK,Rajesh,Very good,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 10 December 2022,Very good,4,,1,Grey Dazzle
R2IRT7IKS5OODV,Sinchuilung Gangmei K,"Comfortable for a small family, easy to use, safe &  secure for a family with children and affordable!",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 27 October 2022,Easy to use and pocket friendly,4,,0,Grey Dazzle
R26I9HX34J0HU5,Dhan C.,Nice,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 7 March 2023,Nice money valuable,5,,0,Grey Dazzle
R2URTQ5L944KS9,Uttam Khedekar,Good Product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 6 March 2023,Good Product,5,,1,Grey Dazzle
RTBCQZINT6O6T,Musaddique Ansari,"Good, very much impressed currently its working fine",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 15 November 2022,Currently its working fine and no issue,4,,1,Grey Dazzle
R15IE4VYV74CGW,Suraj,Best part about it is the service after being delivered by Amazon whirl pool team called and did the installation within 2 hours and made sure it's working fine with out any issuesThat was pretty smooth and really appreciableHappy!!,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 4 January 2023,This is the best produce in the range,5,,0,Grey Dazzle
R16D1R59JHK75U,Pooja Avadhani,Every thing is perfect. It's a good product. Thank you,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 2 November 2022,Excellent... I like it,4,,0,Grey Dazzle
R3C0ENTUA6RJLF,Yashvant Makvana,Easy to use get delivery on time it's my life first washing machine but I love it thank you amazon for give me best product in less than market prise i loved it ÅEÅE•∞ÅEÅE•∞ÅEÅE•∞,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 10 January 2023,Decently go for it it's low prise ÅEÅE•∞ÅEÅE•∞ÅEÅE•∞,5,"https://m.media-amazon.com/images/I/61-08fzsMIL.jpg
https://m.media-amazon.com/images/I/61NUt6HeR2L.jpg
https://m.media-amazon.com/images/I/61YoxRGcHiL.jpg",0,Grey Dazzle
R291B9AZUNC7XD,Deepak Yadav,Nice working,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 November 2022,Very good,4,,0,Grey Dazzle
RYD06B9G1J1ML,Dhiraj Shinde,I like it's designNice product ÅEÅEÅEÅEAt time delivery .Nice product for 3 to 4  members,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 29 January 2023,Good Product,5,https://m.media-amazon.com/images/I/61fRyOsNkHL.jpg,0,Grey Dazzle
R282O72SRM3HYQ,Raj Sharma,No warranty card with item,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 28 January 2023,No warranty card,3,,0,Grey Dazzle
R3HO7MMH9YNNEW,Satish Ramakrishna,"Noisy At Times. Moves Around A Lot When Drying!!!Rust Proof Fiber Body.Compact In Size, Easy To Move Around.Can Wash A Full Tub Easily.Cleans And Dries Clothes Perfectly....",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 13 January 2023,It's A Great Washing MC.,5,,2,Grey Dazzle
R3IFNTOQVZPGC1,WASIM,Good and easy machine to use.. Service from Whirlpool was on time for demo.. On time delivery from Amazon,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 29 January 2023,Good quality,5,"https://m.media-amazon.com/images/I/71AusPeVZmL.jpg
https://m.media-amazon.com/images/I/81xJjT4HYjL.jpg",0,Grey Dazzle
R1KUE7UI96I1RS,Sanjiv 'Goose' Monga,"Bought this in April 2021, so this review comes after months of usage.- Good build quality, Super light-weight, and easy to move.- Washing modes work well, and do a good job.- The water connection hose is really short, some of you might have to buy another one.- Instead of a 'slide' mechanism, like in most of the other machines I've seen/used, this has a separate water inlet for the wash tub and the dryer. So you have to pull & switch the hose to the desired inlet.- And my biggest disappointment: the dryer. After using Videocon, LG etc, there is a lot of moisture even after a long spin cycle. The drum is made of plastic by the way, unlike the steel drum in my old Videocon washing machine.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 20 November 2021,Wish the Dryer was better,4,,1,Grey Dazzle
R15YFUHBUV1DGU,Nilesh,"¬†I got it for 9199/- in discountÅEÅEÅEÅE mrp written on package 13600/-Pro's- light weight, build quality is top notch, the 340 watt motor but easily wash 2 jeans 3 shrits and 4 pillow covers. Dryer is best ÅEÅE§©Best for 4 member family or 2BHK home owners.Cons: operating buttons quality is little cost cutting ÅEÅEÅEÅE",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 14 August 2022,Recommend,4,"https://m.media-amazon.com/images/I/31AoAeVlr-L.jpg
https://m.media-amazon.com/images/I/71OXuj9VhBL.jpg
https://m.media-amazon.com/images/I/71PK7fzttBL.jpg",11,Grey Dazzle
R3LDPRVE8OBCVP,Nitin Pareek ,I bought one two years ago and bought another now very good washing machine.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 1 February 2023,BEST BUDGET WASHING MACHINE,5,,1,Grey Dazzle
R2FQQZJDSYEZEM,JAY,Worth buying if you are a family or bachelor group of 3.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 18 October 2022,Nice product,4,,0,Grey Dazzle
R3A168YNLF5G2W,Rahul Kay,The Washing Machine is nice product.Just after purchase I was registered for Whirlpool demo. Within two days machine was inspected by engineer and warranty was registered. Nice experience.One disappointment though to switch water supply between wash bucket and dryer you would have to manually change the water inlet pipe to different socket!!No slider switch has been provided.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 7 July 2022,Very nice product,4,,5,Grey Dazzle
R1F7MYD7E1U3AK,Bijay Ray,"Product delivered 1 day delay as per commitment, installation person was uneducated and very rude. Basically he was came for sale his product(stand, price 1500) not for installation. Please don't send those type of fellow for installation, otherwise product brand reputation will be poor. By the way received product is very good condition.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 10 August 2022,"Nice product, but installation person was very rude",4,,12,Grey Dazzle
RV5DG95JBZ9QA,Vijayakumar,Easy to use,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 4 November 2022,Nice product,4,,0,Grey Dazzle
R3MY63W9CK15W2,Vishnu Prakash,Nice product in this range got at ÅEÅEπ9500,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 October 2022,Nice good experience,4,,1,Grey Dazzle
R171AGVK5X56NW,harshitha,Nice product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 5 November 2022,Good,4,,1,Grey Dazzle
RUFXXFKCFYUC8,SamGurukal,Absolutely right product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 25 October 2022,Easy to use,4,,0,Grey Dazzle
R1X9DKG88M4LN6,ramakrishna,Body is delicate.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 16 October 2022,Present it is good. In long run havde to see. Thankyou amazon and whirlpool,4,,0,Grey Dazzle
R3GP0V4I4TGH2V,aman choudhary,"I buy this @ 8K using bank offers, it is worth good product for 2-4 family members, plastic quality is not best, you should be careful if there are kids in the family if it falls there could be damage, it is very light weight. it can be used up to 5 years with no worries , it has good RPM rate, Led of the machine could be provided with better quality. make your decision wisely",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 15 February 2022,My Best buy,4,,0,Grey Dazzle
R38EN8A50J6INJ,suraj kumar,Average product..,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 19 October 2022,Working fine,4,,0,Grey Dazzle
R9GR7KNPNCFOF,Amazon Customer,"This product is working for sometime. After few days ""time setting knob "" start creating problem randomnly. Otherwise its working fine.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 11 December 2022,Average product,3,,1,Grey Dazzle
ROJ505PDRL5MB,Ganga singh,Bahut achcha,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 January 2023,Bahut badhiya,3,,0,Grey Dazzle
RWVZU0K9T27XQ,alok,Ok,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 15 October 2022,Ok,4,,1,Grey Dazzle
R17W1NIS0ZSAZ1,Bhawani Singh Ujwal,Nice one go for itUsing since 1 yearGood product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 September 2022,Nice Washing machine,4,,4,Grey Dazzle
R6D5DTT5RYJV6,Faheem mansoori naseer mansoori,,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 15 October 2022,packages looks damaged,4,https://m.media-amazon.com/images/I/71N2GAgXI9L.jpg,4,Grey Dazzle
RMKCP53GUN5Y7,RP Bhiwani,I am happy use this product. Right time and fast delivery. Thanks Flipkart.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 January 2023,Very nice this product.fast delivery.,5,,0,Grey Dazzle
ROI6FTE4ZX1KI,vish v,"Back panel cover is literally of bad material and sound quite high..when opened first time water drops were there inside wash tub(which is slf explanatory), but anyhow i continued with prod and its wrking fine now",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 9 July 2022,Overall a Good machine but material of body may be improved,4,,1,Grey Dazzle
R1LQ5QQ38EOEZG,Mahisha A,good,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 3 October 2022,good,4,,2,Grey Dazzle
R1N5PHOKXWS3RL,DANIEL A,Happy with product,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 22 January 2023,Awesome,5,,0,Grey Dazzle
R316CKAN2RL7LP,mohammed shabbir ahmed,Durable and easy to use,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 25 January 2023,Value for money,5,,0,Grey Dazzle
R389H0K2PJ3M8C,Sushma,"¬†I just got the product and open inspection done for any damages. At first, I was unsure about buying this item because I saw so many negative reviews but before buying then I saw that there is an open inspection available for any damages and missing parts, so I bought it. the inspection guy showed me all sides and parts of the washing machine. when amazon is giving an open inspection facility for these products. I don't understand why do people complain about damage and old product. The inspection guy told me if there will be any technical problem with the machine then you can return the product. Update more when I will use it for 7 daysReview after using it for three months:The best washing machine I have ever found.It still is working properlyOnce its button wiring got loose. So I called customer service regarding it. He came on the same day within 2 hours on Sunday. And it's working fine since then. Good customer service.",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 31 July 2021,"Physically no damage, got the product in perfect all new condition ,light weight",5,"https://m.media-amazon.com/images/I/81jrqcK1aRL.jpg
https://m.media-amazon.com/images/I/91U5VevnjdL.jpg
https://m.media-amazon.com/images/I/91doM+c-YrL.jpg
https://m.media-amazon.com/images/I/A1HKWoz7DhL.jpg
https://m.media-amazon.com/images/I/B1OqkWDwhaS.jpg",24,Grey Dazzle
R36MNRYQ1TPYEE,Suman kumari,¬†Sounds extra and back portion is also damaged,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 21 December 2022,Something extra sounds,3,https://m.media-amazon.com/images/I/61yBz1xPjGL.jpg,1,Grey Dazzle
RZSTPJ7WYGYQB,Riitu,color is good scrub station is good but changing water pipe position everytime is bad,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 27 November 2022,water pipe position,3,,0,Grey Dazzle
R3LM3KO20PBISV,Aagam,Note:- Review after a month's usage.It's a good product. Does good washing and consume approximately 90-100 Ltrs of water for washing circle + spinning. Rest depends upon the number of clothes. Giving one star less for vibration during spinning and drying as sometimes the vibrations are so high that you have to hold it with your hands otherwise it will be dancing on the floor.Delivery was fast but they didn't deliver at your doorstep if your home isn't along the main road. Courier persons would not deliver it at your choice's floor. You have to carry it at your own.To conclude in short it's a good product and does it's job properly. It would be value for money if you get it under Rs 9000.Edited:- If vibrations are high during spinning and drying then stop for a while and put clothes in balanced manner.Moreover do not drain water from the main washing side before spinning and drying to make it more stable during spinning and washing.,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 8 August 2020,Overall a good product.,4,https://images-na.ssl-images-amazon.com/images/I/71Xh82PltGL.jpg,7,Grey Dazzle
R2NR6ZHRBJSBMK,Giridhar,"It's been more than 6 months ..Fully satisfied with the performance , whirlpool customer support ..The only caviet or warning if you plan to buy is related to the inlet pipe. The inlet pipe is too short just a meter length + the inlet pipe design is new type (star design type). .This design type is not even available with whirlpool manufacturing unit ..Which means if the inlet pipe is gone then you won't get any replacement ..",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 27 November 2021,All good expect one drawback,4,,0,Grey Dazzle
R30R5OMWDAKP3J,Saurabh Bajaj,"Build quality, power, colour etc are good but washing quality is average.No issue as such.I have been using it for 3 years now",Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 29 June 2022,Machine is good but washing quality is average,4,,0,Grey Dazzle
R16NI4XCS9K8FY,ankush singh,Everything good...easy use . Light weight,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 4 January 2023,Everything,5,https://m.media-amazon.com/images/I/712fezrmsAL.jpg,0,Grey Dazzle
R1S9PPLQFAN9KZ,Nawab khan,I like this washing machine......,Reviewed in India ÅEÅEÅEÆÅEÅEÅE≥ on 4 September 2022,Budget friendly,4,,1,Grey Dazzle
